source_ref,event_time,amount,currency,customer_ref,event_code
INS-158,2026-06-23T18:39:00,117702.11,EUR,CB202600158,VALIDATED
INS-159,2026-06-25T14:09:00,4629.77,USD,CB202600159,INSTRUCTION_RECEIVED
INS-159,2026-06-25T14:17:00,4629.77,USD,CB202600159,VALIDATED
INS-160,2026-07-18T18:07:00,135843.35,USD,CB202600160,INSTRUCTION_RECEIVED
INS-160,2026-07-18T18:15:00,135843.35,USD,CB202600160,VALIDATED
INS-161,2026-06-20T19:31:00,74987.54,EUR,CB202600161,INSTRUCTION_RECEIVED
INS-161,2026-06-20T19:39:00,74987.54,EUR,CB202600161,VALIDATED
INS-162,2026-05-12T14:02:00,223949.48,USD,CB202600162,INSTRUCTION_RECEIVED
INS-162,2026-05-12T14:10:00,223949.48,USD,CB202600162,VALIDATED
INS-163,2026-07-17T09:29:00,132187.87,EUR,CB202600163,INSTRUCTION_RECEIVED
INS-163,2026-07-17T09:37:00,132187.87,EUR,CB202600163,VALIDATED
INS-164,2026-07-05T10:51:00,191296.38,GBP,CB202600164,INSTRUCTION_RECEIVED
INS-164,2026-07-05T10:59:00,191296.38,GBP,CB202600164,VALIDATED
INS-165,2026-07-17T20:22:00,45562.73,EUR,CB202600165,INSTRUCTION_RECEIVED
INS-165,2026-07-17T20:30:00,45562.73,EUR,CB202600165,VALIDATED
INS-166,2026-04-24T16:09:00,110254.78,EUR,CB202600166,INSTRUCTION_RECEIVED
INS-166,2026-04-24T16:17:00,110254.78,EUR,CB202600166,VALIDATED
INS-167,2026-05-22T17:20:00,35328.44,GBP,CB202600167,INSTRUCTION_RECEIVED
INS-167,2026-05-22T17:28:00,35328.44,GBP,CB202600167,VALIDATED
INS-168,2026-05-02T15:35:00,142753.63,USD,CB202600168,INSTRUCTION_RECEIVED
INS-168,2026-05-02T15:43:00,142753.63,USD,CB202600168,VALIDATED
INS-169,2026-05-25T16:52:00,33388.52,EUR,CB202600169,INSTRUCTION_RECEIVED
INS-169,2026-05-25T17:00:00,33388.52,EUR,CB202600169,VALIDATED
INS-170,2026-06-06T22:17:00,290709.03,GBP,CB202600170,INSTRUCTION_RECEIVED
INS-170,2026-06-06T22:25:00,290709.03,GBP,CB202600170,VALIDATED
INS-171,2026-06-25T20:56:00,273067.44,GBP,CB202600171,INSTRUCTION_RECEIVED
INS-171,2026-06-25T21:04:00,273067.44,GBP,CB202600171,VALIDATED
INS-172,2026-06-28T06:49:00,58483.98,EUR,CB202600172,INSTRUCTION_RECEIVED
INS-172,2026-06-28T06:57:00,58483.98,EUR,CB202600172,VALIDATED
INS-173,2026-07-08T00:30:00,179396.06,GBP,CB202600173,INSTRUCTION_RECEIVED
INS-173,2026-07-08T00:38:00,179396.06,GBP,CB202600173,VALIDATED
INS-174,2026-06-01T19:28:00,182786.7,GBP,CB202600174,INSTRUCTION_RECEIVED
INS-174,2026-06-01T19:36:00,182786.7,GBP,CB202600174,VALIDATED
INS-175,2026-06-20T15:59:00,137510.81,GBP,CB202600175,INSTRUCTION_RECEIVED
INS-175,2026-06-20T16:07:00,137510.81,GBP,CB202600175,VALIDATED
INS-176,2026-07-16T08:15:00,272346.74,GBP,CB202600176,INSTRUCTION_RECEIVED
INS-176,2026-07-16T08:23:00,272346.74,GBP,CB202600176,VALIDATED
INS-177,2026-07-11T09:57:00,162792.31,GBP,CB202600177,INSTRUCTION_RECEIVED
INS-177,2026-07-11T10:05:00,162792.31,GBP,CB202600177,VALIDATED
INS-178,2026-05-20T14:21:00,268927.8,EUR,CB202600178,INSTRUCTION_RECEIVED
INS-178,2026-05-20T14:29:00,268927.8,EUR,CB202600178,VALIDATED
INS-179,2026-06-17T02:23:00,193117.21,GBP,CB202600179,INSTRUCTION_RECEIVED
INS-179,2026-06-17T02:31:00,193117.21,GBP,CB202600179,VALIDATED
INS-180,2026-06-01T21:19:00,282753.51,EUR,CB202600180,INSTRUCTION_RECEIVED
INS-180,2026-06-01T21:27:00,282753.51,EUR,CB202600180,VALIDATED
INS-181,2026-06-12T13:46:00,166818.15,GBP,CB202600181,INSTRUCTION_RECEIVED
INS-181,2026-06-12T13:54:00,166818.15,GBP,CB202600181,VALIDATED
INS-182,2026-07-15T23:27:00,203590.43,USD,CB202600182,INSTRUCTION_RECEIVED
INS-182,2026-07-15T23:35:00,203590.43,USD,CB202600182,VALIDATED
INS-183,2026-06-18T13:27:00,274488.77,EUR,CB202600183,INSTRUCTION_RECEIVED
INS-183,2026-06-18T13:35:00,274488.77,EUR,CB202600183,VALIDATED
INS-184,2026-05-27T11:18:00,8023.01,GBP,CB202600184,INSTRUCTION_RECEIVED
INS-184,2026-05-27T11:26:00,8023.01,GBP,CB202600184,VALIDATED
INS-185,2026-05-08T03:20:00,281231.67,USD,CB202600185,INSTRUCTION_RECEIVED
INS-185,2026-05-08T03:28:00,281231.67,USD,CB202600185,VALIDATED
INS-186,2026-05-03T07:03:00,56897.0,USD,CB202600186,INSTRUCTION_RECEIVED
INS-186,2026-05-03T07:11:00,56897.0,USD,CB202600186,VALIDATED
INS-187,2026-06-08T18:57:00,240623.39,USD,CB202600187,INSTRUCTION_RECEIVED
INS-187,2026-06-08T19:05:00,240623.39,USD,CB202600187,VALIDATED
INS-188,2026-05-04T05:26:00,49795.45,EUR,CB202600188,INSTRUCTION_RECEIVED
INS-188,2026-05-04T05:34:00,49795.45,EUR,CB202600188,VALIDATED
INS-189,2026-07-02T21:58:00,51152.51,GBP,CB202600189,INSTRUCTION_RECEIVED
INS-189,2026-07-02T22:06:00,51152.51,GBP,CB202600189,VALIDATED
INS-190,2026-06-07T02:22:00,70787.98,USD,CB202600190,INSTRUCTION_RECEIVED
INS-190,2026-06-07T02:30:00,70787.98,USD,CB202600190,VALIDATED
INS-191,2026-07-17T07:33:00,109781.74,GBP,CB202600191,INSTRUCTION_RECEIVED
INS-191,2026-07-17T07:41:00,109781.74,GBP,CB202600191,VALIDATED
INS-192,2026-05-03T04:28:00,20030.43,USD,CB202600192,INSTRUCTION_RECEIVED
INS-192,2026-05-03T04:36:00,20030.43,USD,CB202600192,VALIDATED
INS-193,2026-06-21T00:05:00,16313.08,GBP,CB202600193,INSTRUCTION_RECEIVED
INS-193,2026-06-21T00:13:00,16313.08,GBP,CB202600193,VALIDATED
INS-194,2026-05-05T02:51:00,176773.98,EUR,CB202600194,INSTRUCTION_RECEIVED
INS-194,2026-05-05T02:59:00,176773.98,EUR,CB202600194,VALIDATED
INS-195,2026-05-02T19:35:00,263828.09,USD,CB202600195,INSTRUCTION_RECEIVED
INS-195,2026-05-02T19:43:00,263828.09,USD,CB202600195,VALIDATED
INS-196,2026-07-19T04:24:00,169322.63,GBP,CB202600196,INSTRUCTION_RECEIVED
INS-196,2026-07-19T04:32:00,169322.63,GBP,CB202600196,VALIDATED
INS-197,2026-05-08T11:32:00,149249.87,EUR,CB202600197,INSTRUCTION_RECEIVED
INS-197,2026-05-08T11:40:00,149249.87,EUR,CB202600197,VALIDATED
INS-198,2026-07-02T15:04:00,216056.58,EUR,CB202600198,INSTRUCTION_RECEIVED
INS-198,2026-07-02T15:12:00,216056.58,EUR,CB202600198,VALIDATED
INS-199,2026-07-19T02:42:00,65775.51,USD,CB202600199,INSTRUCTION_RECEIVED
INS-199,2026-07-19T02:50:00,65775.51,USD,CB202600199,VALIDATED
INS-200,2026-04-29T23:56:00,177893.12,GBP,CB202600200,INSTRUCTION_RECEIVED
INS-200,2026-04-30T00:04:00,177893.12,GBP,CB202600200,VALIDATED
INS-201,2026-05-31T08:53:00,155220.13,GBP,CB202600201,INSTRUCTION_RECEIVED
INS-201,2026-05-31T09:01:00,155220.13,GBP,CB202600201,VALIDATED
INS-202,2026-07-06T12:26:00,28801.7,GBP,CB202600202,INSTRUCTION_RECEIVED
INS-202,2026-07-06T12:34:00,28801.7,GBP,CB202600202,VALIDATED
INS-203,2026-06-15T02:18:00,163093.56,USD,CB202600203,INSTRUCTION_RECEIVED
INS-203,2026-06-15T02:26:00,163093.56,USD,CB202600203,VALIDATED
INS-204,2026-07-02T17:51:00,282108.07,EUR,CB202600204,INSTRUCTION_RECEIVED
INS-204,2026-07-02T17:59:00,282108.07,EUR,CB202600204,VALIDATED
INS-205,2026-05-15T07:47:00,80311.11,GBP,CB202600205,INSTRUCTION_RECEIVED
INS-205,2026-05-15T07:55:00,80311.11,GBP,CB202600205,VALIDATED
INS-206,2026-04-22T18:00:00,222047.02,EUR,CB202600206,INSTRUCTION_RECEIVED
INS-206,2026-04-22T18:08:00,222047.02,EUR,CB202600206,VALIDATED
INS-207,2026-07-02T23:37:00,205532.55,GBP,CB202600207,INSTRUCTION_RECEIVED
INS-207,2026-07-02T23:45:00,205532.55,GBP,CB202600207,VALIDATED
INS-208,2026-05-03T18:16:00,88113.67,GBP,CB202600208,INSTRUCTION_RECEIVED
INS-208,2026-05-03T18:24:00,88113.67,GBP,CB202600208,VALIDATED
INS-209,2026-05-25T14:49:00,11024.23,USD,CB202600209,INSTRUCTION_RECEIVED
INS-209,2026-05-25T14:57:00,11024.23,USD,CB202600209,VALIDATED
INS-210,2026-05-25T12:06:00,118277.31,GBP,CB202600210,INSTRUCTION_RECEIVED
INS-210,2026-05-25T12:14:00,118277.31,GBP,CB202600210,VALIDATED
INS-211,2026-06-08T16:44:00,28421.17,GBP,CB202600211,INSTRUCTION_RECEIVED
INS-211,2026-06-08T16:52:00,28421.17,GBP,CB202600211,VALIDATED
INS-212,2026-04-28T21:02:00,128279.49,EUR,CB202600212,INSTRUCTION_RECEIVED
INS-212,2026-04-28T21:10:00,128279.49,EUR,CB202600212,VALIDATED
INS-213,2026-05-10T02:03:00,111999.86,USD,CB202600213,INSTRUCTION_RECEIVED
INS-213,2026-05-10T02:11:00,111999.86,USD,CB202600213,VALIDATED
INS-214,2026-07-15T01:36:00,77492.57,EUR,CB202600214,INSTRUCTION_RECEIVED
INS-214,2026-07-15T01:44:00,77492.57,EUR,CB202600214,VALIDATED
INS-215,2026-04-29T22:59:00,91624.8,USD,CB202600215,INSTRUCTION_RECEIVED
INS-215,2026-04-29T23:07:00,91624.8,USD,CB202600215,VALIDATED
INS-216,2026-07-13T04:31:00,270387.02,EUR,CB202600216,INSTRUCTION_RECEIVED
INS-216,2026-07-13T04:39:00,270387.02,EUR,CB202600216,VALIDATED
INS-217,2026-07-10T12:17:00,136045.66,USD,CB202600217,INSTRUCTION_RECEIVED
INS-217,2026-07-10T12:25:00,136045.66,USD,CB202600217,VALIDATED
INS-218,2026-06-18T19:24:00,250953.85,USD,CB202600218,INSTRUCTION_RECEIVED
INS-218,2026-06-18T19:32:00,250953.85,USD,CB202600218,VALIDATED
INS-219,2026-04-29T23:23:00,236976.82,EUR,CB202600219,INSTRUCTION_RECEIVED
INS-219,2026-04-29T23:31:00,236976.82,EUR,CB202600219,VALIDATED
INS-220,2026-07-02T18:55:00,161864.07,USD,CB202600220,INSTRUCTION_RECEIVED
INS-220,2026-07-02T19:03:00,161864.07,USD,CB202600220,VALIDATED
INS-221,2026-04-27T02:40:00,111812.11,EUR,CB202600221,INSTRUCTION_RECEIVED
INS-221,2026-04-27T02:48:00,111812.11,EUR,CB202600221,VALIDATED
INS-222,2026-06-28T03:08:00,203102.94,USD,CB202600222,INSTRUCTION_RECEIVED
INS-222,2026-06-28T03:16:00,203102.94,USD,CB202600222,VALIDATED
INS-223,2026-06-07T01:13:00,15621.21,GBP,CB202600223,INSTRUCTION_RECEIVED
INS-223,2026-06-07T01:21:00,15621.21,GBP,CB202600223,VALIDATED
INS-224,2026-05-20T09:43:00,49625.98,EUR,CB202600224,INSTRUCTION_RECEIVED
INS-224,2026-05-20T09:51:00,49625.98,EUR,CB202600224,VALIDATED
INS-225,2026-05-28T08:54:00,193396.76,GBP,CB202600225,INSTRUCTION_RECEIVED
INS-225,2026-05-28T09:02:00,193396.76,GBP,CB202600225,VALIDATED
INS-226,2026-06-01T19:45:00,9187.76,GBP,CB202600226,INSTRUCTION_RECEIVED
INS-226,2026-06-01T19:53:00,9187.76,GBP,CB202600226,VALIDATED
INS-227,2026-06-27T20:28:00,59872.31,USD,CB202600227,INSTRUCTION_RECEIVED
INS-227,2026-06-27T20:36:00,59872.31,USD,CB202600227,VALIDATED
INS-228,2026-06-08T13:26:00,187356.41,GBP,CB202600228,INSTRUCTION_RECEIVED
INS-228,2026-06-08T13:34:00,187356.41,GBP,CB202600228,VALIDATED
INS-229,2026-06-01T07:05:00,151696.88,GBP,CB202600229,INSTRUCTION_RECEIVED
INS-229,2026-06-01T07:13:00,151696.88,GBP,CB202600229,VALIDATED
INS-230,2026-07-09T10:48:00,185972.35,USD,CB202600230,INSTRUCTION_RECEIVED
INS-230,2026-07-09T10:56:00,185972.35,USD,CB202600230,VALIDATED
INS-231,2026-07-12T20:38:00,282352.27,USD,CB202600231,INSTRUCTION_RECEIVED
INS-231,2026-07-12T20:46:00,282352.27,USD,CB202600231,VALIDATED
INS-232,2026-07-13T22:50:00,251004.9,USD,CB202600232,INSTRUCTION_RECEIVED
INS-232,2026-07-13T22:58:00,251004.9,USD,CB202600232,VALIDATED
INS-233,2026-07-05T10:48:00,110249.35,EUR,CB202600233,INSTRUCTION_RECEIVED
INS-233,2026-07-05T10:56:00,110249.35,EUR,CB202600233,VALIDATED
INS-234,2026-06-16T05:46:00,238833.86,EUR,CB202600234,INSTRUCTION_RECEIVED
INS-234,2026-06-16T05:54:00,238833.86,EUR,CB202600234,VALIDATED
INS-235,2026-07-08T06:08:00,62472.42,EUR,CB202600235,INSTRUCTION_RECEIVED
INS-235,2026-07-08T06:16:00,62472.42,EUR,CB202600235,VALIDATED
INS-236,2026-07-06T20:01:00,260023.78,USD,CB202600236,INSTRUCTION_RECEIVED
INS-236,2026-07-06T20:09:00,260023.78,USD,CB202600236,VALIDATED
INS-237,2026-04-28T12:59:00,188854.58,GBP,CB202600237,INSTRUCTION_RECEIVED
INS-237,2026-04-28T13:07:00,188854.58,GBP,CB202600237,VALIDATED
INS-238,2026-04-26T15:14:00,178196.08,USD,CB202600238,INSTRUCTION_RECEIVED
INS-238,2026-04-26T15:22:00,178196.08,USD,CB202600238,VALIDATED
INS-239,2026-06-13T22:55:00,169107.96,USD,CB202600239,INSTRUCTION_RECEIVED
INS-239,2026-06-13T23:03:00,169107.96,USD,CB202600239,VALIDATED
INS-240,2026-06-27T01:39:00,229281.54,USD,CB202600240,INSTRUCTION_RECEIVED
INS-240,2026-06-27T01:47:00,229281.54,USD,CB202600240,VALIDATED
INS-241,2026-05-07T17:03:00,251506.81,EUR,CB202600241,INSTRUCTION_RECEIVED
INS-241,2026-05-07T17:11:00,251506.81,EUR,CB202600241,VALIDATED
INS-242,2026-05-30T09:40:00,121964.49,USD,CB202600242,INSTRUCTION_RECEIVED
INS-242,2026-05-30T09:48:00,121964.49,USD,CB202600242,VALIDATED
INS-243,2026-05-25T11:18:00,27133.48,USD,CB202600243,INSTRUCTION_RECEIVED
INS-243,2026-05-25T11:26:00,27133.48,USD,CB202600243,VALIDATED
INS-244,2026-07-14T03:18:00,251167.04,USD,CB202600244,INSTRUCTION_RECEIVED
INS-244,2026-07-14T03:26:00,251167.04,USD,CB202600244,VALIDATED
INS-245,2026-07-16T07:08:00,57052.18,EUR,CB202600245,INSTRUCTION_RECEIVED
INS-245,2026-07-16T07:16:00,57052.18,EUR,CB202600245,VALIDATED
INS-246,2026-07-07T09:13:00,123390.01,GBP,CB202600246,INSTRUCTION_RECEIVED
INS-246,2026-07-07T09:21:00,123390.01,GBP,CB202600246,VALIDATED
INS-247,2026-05-29T06:31:00,125861.24,USD,CB202600247,INSTRUCTION_RECEIVED
INS-247,2026-05-29T06:39:00,125861.24,USD,CB202600247,VALIDATED
INS-248,2026-07-08T19:55:00,295485.22,GBP,CB202600248,INSTRUCTION_RECEIVED
INS-248,2026-07-08T20:03:00,295485.22,GBP,CB202600248,VALIDATED
INS-249,2026-06-15T12:10:00,19929.1,EUR,CB202600249,INSTRUCTION_RECEIVED
INS-249,2026-06-15T12:18:00,19929.1,EUR,CB202600249,VALIDATED
INS-250,2026-07-13T18:45:00,213250.94,EUR,CB202600250,INSTRUCTION_RECEIVED
INS-250,2026-07-13T18:53:00,213250.94,EUR,CB202600250,VALIDATED
INS-251,2026-05-28T19:59:00,63947.48,GBP,CB202600251,INSTRUCTION_RECEIVED
INS-251,2026-05-28T20:07:00,63947.48,GBP,CB202600251,VALIDATED
INS-252,2026-05-11T01:35:00,248992.09,GBP,CB202600252,INSTRUCTION_RECEIVED
INS-252,2026-05-11T01:43:00,248992.09,GBP,CB202600252,VALIDATED
INS-253,2026-04-25T18:55:00,178849.61,USD,CB202600253,INSTRUCTION_RECEIVED
INS-253,2026-04-25T19:03:00,178849.61,USD,CB202600253,VALIDATED
INS-254,2026-06-18T03:56:00,284346.4,USD,CB202600254,INSTRUCTION_RECEIVED
INS-254,2026-06-18T04:04:00,284346.4,USD,CB202600254,VALIDATED
INS-255,2026-06-08T11:29:00,56353.44,USD,CB202600255,INSTRUCTION_RECEIVED
INS-255,2026-06-08T11:37:00,56353.44,USD,CB202600255,VALIDATED
INS-256,2026-06-25T20:30:00,42691.14,USD,CB202600256,INSTRUCTION_RECEIVED
INS-256,2026-06-25T20:38:00,42691.14,USD,CB202600256,VALIDATED
INS-257,2026-05-24T13:25:00,219494.09,EUR,CB202600257,INSTRUCTION_RECEIVED
INS-257,2026-05-24T13:33:00,219494.09,EUR,CB202600257,VALIDATED
INS-258,2026-05-03T13:19:00,233549.31,GBP,CB202600258,INSTRUCTION_RECEIVED
INS-258,2026-05-03T13:27:00,233549.31,GBP,CB202600258,VALIDATED
INS-259,2026-06-19T01:28:00,122276.0,USD,CB202600259,INSTRUCTION_RECEIVED
INS-259,2026-06-19T01:36:00,122276.0,USD,CB202600259,VALIDATED
INS-260,2026-05-07T08:35:00,218708.47,EUR,CB202600260,INSTRUCTION_RECEIVED
INS-260,2026-05-07T08:43:00,218708.47,EUR,CB202600260,VALIDATED
INS-261,2026-07-08T03:12:00,4803.11,USD,CB202600261,INSTRUCTION_RECEIVED
INS-261,2026-07-08T03:20:00,4803.11,USD,CB202600261,VALIDATED
INS-262,2026-06-28T09:05:00,271432.21,GBP,CB202600262,INSTRUCTION_RECEIVED
INS-262,2026-06-28T09:13:00,271432.21,GBP,CB202600262,VALIDATED
INS-263,2026-06-15T20:11:00,207529.86,USD,CB202600263,INSTRUCTION_RECEIVED
INS-263,2026-06-15T20:19:00,207529.86,USD,CB202600263,VALIDATED
INS-264,2026-04-26T09:47:00,264326.96,USD,CB202600264,INSTRUCTION_RECEIVED
INS-264,2026-04-26T09:55:00,264326.96,USD,CB202600264,VALIDATED
INS-265,2026-06-14T07:57:00,150051.4,EUR,CB202600265,INSTRUCTION_RECEIVED
INS-265,2026-06-14T08:05:00,150051.4,EUR,CB202600265,VALIDATED
INS-266,2026-06-30T16:16:00,189353.55,USD,CB202600266,INSTRUCTION_RECEIVED
INS-266,2026-06-30T16:24:00,189353.55,USD,CB202600266,VALIDATED
INS-267,2026-05-05T13:35:00,67388.21,USD,CB202600267,INSTRUCTION_RECEIVED
INS-267,2026-05-05T13:43:00,67388.21,USD,CB202600267,VALIDATED
INS-268,2026-06-12T12:40:00,56762.73,GBP,CB202600268,INSTRUCTION_RECEIVED
INS-268,2026-06-12T12:48:00,56762.73,GBP,CB202600268,VALIDATED
INS-269,2026-06-20T21:09:00,172052.89,EUR,CB202600269,INSTRUCTION_RECEIVED
INS-269,2026-06-20T21:17:00,172052.89,EUR,CB202600269,VALIDATED
INS-270,2026-06-17T04:08:00,88495.99,EUR,CB202600270,INSTRUCTION_RECEIVED
INS-270,2026-06-17T04:16:00,88495.99,EUR,CB202600270,VALIDATED
INS-271,2026-05-19T07:32:00,174374.32,GBP,CB202600271,INSTRUCTION_RECEIVED
INS-271,2026-05-19T07:40:00,174374.32,GBP,CB202600271,VALIDATED
INS-272,2026-06-04T08:15:00,89507.44,GBP,CB202600272,INSTRUCTION_RECEIVED
INS-272,2026-06-04T08:23:00,89507.44,GBP,CB202600272,VALIDATED
INS-273,2026-05-27T13:37:00,221043.59,EUR,CB202600273,INSTRUCTION_RECEIVED
INS-273,2026-05-27T13:45:00,221043.59,EUR,CB202600273,VALIDATED
INS-274,2026-04-22T14:19:00,136995.25,EUR,CB202600274,INSTRUCTION_RECEIVED
INS-274,2026-04-22T14:27:00,136995.25,EUR,CB202600274,VALIDATED
INS-275,2026-07-18T16:09:00,33163.34,GBP,CB202600275,INSTRUCTION_RECEIVED
INS-275,2026-07-18T16:17:00,33163.34,GBP,CB202600275,VALIDATED
INS-276,2026-04-22T06:47:00,223779.62,GBP,CB202600276,INSTRUCTION_RECEIVED
INS-276,2026-04-22T06:55:00,223779.62,GBP,CB202600276,VALIDATED
INS-277,2026-05-01T09:42:00,151843.09,USD,CB202600277,INSTRUCTION_RECEIVED
INS-277,2026-05-01T09:50:00,151843.09,USD,CB202600277,VALIDATED
INS-278,2026-05-29T04:44:00,203052.68,EUR,CB202600278,INSTRUCTION_RECEIVED
INS-278,2026-05-29T04:52:00,203052.68,EUR,CB202600278,VALIDATED
INS-279,2026-05-29T02:06:00,61307.95,GBP,CB202600279,INSTRUCTION_RECEIVED
INS-279,2026-05-29T02:14:00,61307.95,GBP,CB202600279,VALIDATED
INS-280,2026-07-08T14:31:00,154904.8,EUR,CB202600280,INSTRUCTION_RECEIVED
INS-280,2026-07-08T14:39:00,154904.8,EUR,CB202600280,VALIDATED
INS-281,2026-05-07T17:59:00,63931.52,EUR,CB202600281,INSTRUCTION_RECEIVED
INS-281,2026-05-07T18:07:00,63931.52,EUR,CB202600281,VALIDATED
INS-282,2026-07-04T15:33:00,50966.96,GBP,CB202600282,INSTRUCTION_RECEIVED
INS-282,2026-07-04T15:41:00,50966.96,GBP,CB202600282,VALIDATED
INS-283,2026-04-25T09:03:00,41329.95,EUR,CB202600283,INSTRUCTION_RECEIVED
INS-283,2026-04-25T09:11:00,41329.95,EUR,CB202600283,VALIDATED
INS-284,2026-07-03T21:58:00,152969.69,GBP,CB202600284,INSTRUCTION_RECEIVED
INS-284,2026-07-03T22:06:00,152969.69,GBP,CB202600284,VALIDATED
INS-285,2026-07-15T20:57:00,234131.0,EUR,CB202600285,INSTRUCTION_RECEIVED
INS-285,2026-07-15T21:05:00,234131.0,EUR,CB202600285,VALIDATED
INS-286,2026-06-10T15:11:00,53190.26,EUR,CB202600286,INSTRUCTION_RECEIVED
INS-286,2026-06-10T15:19:00,53190.26,EUR,CB202600286,VALIDATED
INS-287,2026-07-12T18:38:00,53050.76,GBP,CB202600287,INSTRUCTION_RECEIVED
INS-287,2026-07-12T18:46:00,53050.76,GBP,CB202600287,VALIDATED
INS-288,2026-07-17T04:38:00,217702.42,GBP,CB202600288,INSTRUCTION_RECEIVED
INS-288,2026-07-17T04:46:00,217702.42,GBP,CB202600288,VALIDATED
INS-289,2026-07-18T11:08:00,241273.11,EUR,CB202600289,INSTRUCTION_RECEIVED
INS-289,2026-07-18T11:16:00,241273.11,EUR,CB202600289,VALIDATED
INS-290,2026-05-27T17:17:00,105519.38,GBP,CB202600290,INSTRUCTION_RECEIVED
INS-290,2026-05-27T17:25:00,105519.38,GBP,CB202600290,VALIDATED
INS-291,2026-07-02T09:07:00,85401.02,USD,CB202600291,INSTRUCTION_RECEIVED
INS-291,2026-07-02T09:15:00,85401.02,USD,CB202600291,VALIDATED
INS-292,2026-06-30T00:59:00,180520.84,GBP,CB202600292,INSTRUCTION_RECEIVED
INS-292,2026-06-30T01:07:00,180520.84,GBP,CB202600292,VALIDATED
INS-293,2026-04-30T12:16:00,172516.16,USD,CB202600293,INSTRUCTION_RECEIVED
INS-293,2026-04-30T12:24:00,172516.16,USD,CB202600293,VALIDATED
INS-294,2026-05-02T06:51:00,147554.07,GBP,CB202600294,INSTRUCTION_RECEIVED
INS-294,2026-05-02T06:59:00,147554.07,GBP,CB202600294,VALIDATED
INS-295,2026-05-18T21:16:00,3549.32,GBP,CB202600295,INSTRUCTION_RECEIVED
INS-295,2026-05-18T21:24:00,3549.32,GBP,CB202600295,VALIDATED
INS-296,2026-06-13T18:06:00,175872.8,GBP,CB202600296,INSTRUCTION_RECEIVED
INS-296,2026-06-13T18:14:00,175872.8,GBP,CB202600296,VALIDATED
INS-297,2026-05-02T13:44:00,287919.76,GBP,CB202600297,INSTRUCTION_RECEIVED
INS-297,2026-05-02T13:52:00,287919.76,GBP,CB202600297,VALIDATED
INS-298,2026-06-20T02:24:00,124301.53,EUR,CB202600298,INSTRUCTION_RECEIVED
INS-298,2026-06-20T02:32:00,124301.53,EUR,CB202600298,VALIDATED
INS-299,2026-05-11T16:41:00,20046.3,GBP,CB202600299,INSTRUCTION_RECEIVED
INS-299,2026-05-11T16:49:00,20046.3,GBP,CB202600299,VALIDATED
INS-300,2026-05-27T00:25:00,149316.9,GBP,CB202600300,INSTRUCTION_RECEIVED
INS-300,2026-05-27T00:33:00,149316.9,GBP,CB202600300,VALIDATED
